s,a,r,sp
1569,1,-2,0
1765,0,0,1765
1765,0,0,1765
1765,2,-2,1731
1731,0,0,1698
1698,1,-2,1699
1699,0,0,1699
1699,0,0,1699
1699,1,-2,1733
1733,1,-2,1800
1800,1,-2,1900
1900,1,-2,2033
2033,2,-2,2131
2131,2,-2,2196
2196,2,-2,2228
2228,0,0,2261
1206,1,-2,1306
1306,0,0,1405
1405,1,-2,1538
1538,2,-2,1636
1636,0,0,1735
1735,0,0,1834
1834,0,0,1933
1933,1,-2,2066
2066,1,-2,2232
2232,0,0,2397
2397,0,0,2562
2562,2,-2,0
1636,2,-2,1701
1701,2,-2,1733
1733,0,0,1766
1766,2,-2,0
974,1,-2,1041
1041,2,-2,1073
1073,1,-2,1140
1140,2,-2,1172
1172,0,0,1205
1205,0,0,1238
1238,1,-2,1305
1305,1,-2,1405
1405,0,0,1504
1504,0,0,1603
1603,2,-2,1668
1668,1,-2,1768
1768,0,0,1867
1867,0,0,1966
1966,1,-2,2099
2099,0,0,0
1793,0,0,1628
1628,0,0,1463
1463,2,-2,1264
1264,2,-2,1032
1032,0,0,801
801,0,0,570
570,0,0,0
1603,1,-2,1736
1736,0,0,1868
1868,0,0,2000
2000,0,0,0
1333,0,0,1234
1234,2,-2,1101
1101,2,-2,935
935,0,0,770
770,0,0,605
605,0,0,440
440,0,0,0
1403,0,0,1436
1436,0,0,1469
1469,0,0,1502
1502,2,-2,1501
1501,1,-2,1535
1535,2,-2,1534
1534,0,0,1534
1534,0,0,1534
1534,1,-2,1568
1568,2,-2,1567
1567,1,-2,1601
1601,0,0,1634
1634,0,0,1667
1667,1,-2,1734
1734,0,0,1800
1800,2,-2,1832
1832,0,0,1865
1865,1,-2,0
1271,0,0,1304
1304,0,0,1337
1337,2,-2,1336
1336,1,-2,1370
1370,1,-2,1437
1437,2,-2,1469
1469,1,-2,1536
1536,0,0,1602
1602,0,0,1668
1668,0,0,1734
1734,0,0,1800
1800,1,-2,1900
1900,0,0,1999
1999,2,-2,2064
1233,1,-2,1135
1135,0,0,1036
1036,0,0,937
937,0,0,838
838,0,0,0
1240,2,-2,1305
1305,0,0,1371
1371,2,-2,1403
1403,0,0,1436
1436,2,-2,1435
1435,1,-2,1469
1469,1,-2,1536
1536,0,0,0
1109,2,-2,1207
1207,0,0,1306
1306,1,-2,1439
1439,2,-2,1537
1537,0,0,1636
1636,0,0,1735
1735,2,-2,0
1372,2,-2,1437
1437,0,0,1503
1503,1,-2,1603
1603,0,0,1702
1702,0,0,1801
1801,0,0,1900
1900,0,0,0
1167,0,0,1035
1035,1,-2,937
937,0,0,838
838,2,-2,0
1004,0,0,938
938,2,-2,838
838,2,-2,705
705,2,-2,539
539,0,0,374
374,0,0,0
1400,2,-2,1300
1300,0,0,1201
1201,2,-2,1068
1068,1,-2,970
970,0,0,871
871,0,0,772
772,1,-2,707
707,0,0,641
641,1,-2,609
609,1,-2,610
610,0,0,610
610,0,0,0
840,2,-2,773
773,0,0,707
707,2,-2,607
607,0,0,508
508,2,-2,375
375,2,-2,0
1201,0,0,1102
1102,1,-2,1037
1037,0,0,971
971,0,0,905
905,0,0,839
839,1,-2,0
1175,1,-2,1341
1341,2,-2,1472
1472,1,-2,1638
1638,0,0,1803
1803,1,-2,2002
2002,0,0,2200
2200,2,-2,0
1305,2,-2,1337
1337,0,0,1370
1370,2,-2,1369
1369,1,-2,1403
1403,0,0,1436
1436,2,-2,1435
1435,2,-2,1401
1401,0,0,1368
1368,2,-2,1301
1301,0,0,0
1305,0,0,1371
1371,0,0,1437
1437,2,-2,1469
1469,0,0,1502
1502,2,-2,1501
1501,1,-2,1535
1535,1,-2,1602
1602,2,-2,1634
1634,2,-2,1633
1633,0,0,1633
1633,2,-2,0
1401,2,-2,1334
1334,0,0,1268
1268,2,-2,1168
1168,0,0,1069
1069,1,-2,1004
1004,0,0,938
938,2,-2,838
838,0,0,739
739,0,0,640
640,0,0,541
541,0,0,442
442,0,0,343
343,1,-2,0
1432,0,0,1333
1333,2,-2,1200
1200,0,0,1068
1068,0,0,936
936,1,-2,838
838,1,-2,773
773,1,-2,741
741,0,0,0
1866,0,0,1932
1932,2,-2,0
1532,0,0,1466
1466,1,-2,1434
1434,1,-2,1435
1435,1,-2,1469
1469,2,-2,1468
1468,1,-2,1502
1502,0,0,1535
1535,0,0,1568
1568,2,-2,1567
1567,0,0,0
1465,0,0,1366
1366,0,0,1267
1267,0,0,1168
1168,1,-2,1103
1103,0,0,1037
1037,0,0,971
971,1,-2,939
939,0,0,906
906,1,-2,0
1668,0,0,1734
1734,2,-2,1766
1766,0,0,1799
1799,0,0,1832
1832,0,0,0
1407,2,-2,1538
1538,1,-2,1704
1704,1,-2,1903
1903,0,0,0
1273,0,0,1372
1372,0,0,1471
1471,2,-2,1536
1536,0,0,1602
1602,1,-2,1702
1702,0,0,1801
1801,0,0,1900
1900,0,0,0
1733,1,-2,1800
1800,0,0,1866
1866,1,-2,1966
1966,1,-2,2099
2099,2,-2,2197
2197,0,0,2296
2296,0,0,2395
2395,2,-2,0
1305,2,-2,1337
1337,0,0,1370
1370,0,0,1403
1403,0,0,1436
1436,0,0,1469
1469,2,-2,1468
1468,0,0,1468
1468,0,0,1468
1468,1,-2,1502
1502,0,0,1535
1535,1,-2,0
1506,1,-2,1705
1705,0,0,1903
1903,1,-2,0
1205,0,0,1238
1238,0,0,1271
1271,0,0,1304
1304,2,-2,1303
1303,0,0,1303
1303,1,-2,1337
1337,1,-2,1404
1404,2,-2,1436
1436,2,-2,1435
1435,0,0,1435
1204,2,-2,1170
1170,0,0,1137
1137,0,0,1104
1104,1,-2,1105
1105,0,0,1105
1105,1,-2,1139
1139,1,-2,1206
1206,0,0,1272
1272,2,-2,1304
1304,2,-2,1303
1303,2,-2,1269
1269,0,0,1236
1236,1,-2,1237
1237,2,-2,1203
1203,0,0,1170
1170,2,-2,1103
1103,0,0,1037
1037,0,0,971
971,1,-2,939
939,0,0,906
1008,0,0,1074
1074,2,-2,1106
1106,0,0,1139
1139,2,-2,1138
1138,0,0,1138
1138,1,-2,1172
1172,1,-2,1239
1239,2,-2,1271
1271,0,0,1304
1304,0,0,1337
1337,0,0,1370
1370,1,-2,1437
1437,0,0,1503
1503,0,0,1569
1569,2,-2,0
1372,0,0,1471
1471,0,0,1570
1570,2,-2,1635
1635,1,-2,1735
1735,1,-2,1868
1868,1,-2,2034
2034,0,0,0
1167,0,0,1035
1035,0,0,903
903,0,0,771
771,1,-2,0
1399,2,-2,1266
1266,2,-2,1100
1100,2,-2,901
901,0,0,703
703,0,0,505
505,2,-2,273
273,1,-2,76
76,1,-2,0
1435,2,-2,1401
1401,2,-2,1334
1334,0,0,1268
1268,2,-2,1168
1168,2,-2,1035
1035,2,-2,869
869,1,-2,0
1175,1,-2,1341
1341,2,-2,1472
1472,0,0,1604
1604,2,-2,1702
1702,0,0,1801
1801,0,0,1900
1900,0,0,0
1135,0,0,1036
1036,1,-2,971
971,2,-2,871
871,0,0,772
772,0,0,0
1371,0,0,1437
1437,1,-2,1537
1537,2,-2,1602
1602,1,-2,1702
1702,1,-2,1835
1835,0,0,1967
1967,2,-2,2065
2065,1,-2,2198
2198,0,0,2330
2330,1,-2,0
1235,0,0,1169
1169,0,0,1103
1103,0,0,1037
1037,0,0,971
971,0,0,905
905,1,-2,873
873,1,-2,874
874,0,0,874
874,0,0,0
1600,1,-2,1634
1634,2,-2,1633
1633,0,0,1633
1633,0,0,1633
1633,0,0,1633
1633,2,-2,1599
1599,0,0,1566
1566,0,0,1533
1533,1,-2,1534
1534,1,-2,1568
1568,2,-2,1567
1567,2,-2,1533
1533,0,0,1500
1500,1,-2,1501
1501,2,-2,1467
1467,0,0,1434
1434,0,0,1401
901,1,-2,737
737,1,-2,0
1107,1,-2,1207
1207,2,-2,1272
1272,0,0,1338
1338,2,-2,1370
1370,1,-2,1437
1437,1,-2,1537
1537,0,0,1636
1636,0,0,1735
1735,0,0,1834
1834,0,0,1933
1933,0,0,2032
2032,2,-2,2097
2097,1,-2,2197
2197,0,0,0
1037,0,0,971
971,0,0,905
905,0,0,839
839,0,0,773
773,0,0,707
707,0,0,0
945,0,0,1110
1110,2,-2,1241
1241,0,0,1373
1373,0,0,1505
1505,1,-2,1671
1671,0,0,1836
1836,0,0,0
1104,2,-2,1037
1037,0,0,971
971,0,0,905
905,1,-2,873
873,0,0,840
840,0,0,807
807,1,-2,808
808,2,-2,774
774,0,0,741
741,0,0,708
708,2,-2,641
641,2,-2,541
1241,1,-2,1407
1407,2,-2,1538
1538,1,-2,1704
1704,0,0,1869
1869,0,0,2034
2034,1,-2,0
1269,0,0,1236
1236,1,-2,1237
1237,0,0,1237
1237,0,0,1237
1237,1,-2,1271
1271,1,-2,1338
1338,1,-2,1438
1438,0,0,1537
1537,2,-2,1602
1602,0,0,0
1170,0,0,1137
1137,2,-2,1070
1070,2,-2,970
970,0,0,871
871,2,-2,738
738,0,0,606
606,0,0,474
474,0,0,342
342,0,0,210
210,1,-2,0
1298,2,-2,1099
1099,0,0,901
901,2,-2,669
669,0,0,0
1235,0,0,1169
1169,0,0,1103
1103,0,0,1037
1037,1,-2,1005
1005,0,0,972
972,2,-2,905
905,2,-2,805
805,0,0,706
706,0,0,0
1008,2,-2,1040
1040,0,0,1073
1073,2,-2,1072
1072,0,0,1072
1072,1,-2,1106
1106,2,-2,1105
1105,0,0,1105
1105,2,-2,1071
1071,1,-2,1072
1072,0,0,1072
1072,1,-2,1106
1106,0,0,1139
1139,0,0,0
1469,0,0,1502
1502,0,0,1535
1535,1,-2,1602
1602,0,0,1668
1668,1,-2,1768
1768,2,-2,1833
1833,0,0,1899
1899,1,-2,1999
1999,0,0,2098
2098,2,-2,2163
2163,2,-2,2195
2195,0,0,2228
2228,2,-2,2227
2227,0,0,2227
2227,0,0,2227
2227,0,0,0
1431,2,-2,1265
1265,1,-2,1134
1134,2,-2,968
968,0,0,803
803,0,0,638
638,1,-2,0
1702,2,-2,1767
1767,1,-2,1867
1867,0,0,0
1005,1,-2,1006
1006,2,-2,972
972,0,0,939
939,0,0,906
906,0,0,873
873,0,0,840
840,0,0,807
807,1,-2,808
808,1,-2,842
842,2,-2,841
841,0,0,0
1473,0,0,1638
1638,1,-2,1837
1837,0,0,2035
2035,1,-2,0
1238,0,0,1271
1271,0,0,1304
1304,1,-2,1371
1371,0,0,1437
1437,0,0,1503
1503,0,0,1569
1569,0,0,1635
1635,0,0,1701
1701,1,-2,1801
1801,0,0,1900
1900,0,0,1999
1999,1,-2,2132
2132,2,-2,2230
2230,2,-2,2295
2295,2,-2,2327
2327,2,-2,2326
2326,1,-2,2360
1537,1,-2,1670
1670,1,-2,1836
1836,1,-2,2035
2035,2,-2,2199
2199,1,-2,0
908,0,0,941
941,1,-2,1008
1008,0,0,1074
1074,1,-2,1174
1174,0,0,1273
1273,0,0,1372
1372,1,-2,1505
1505,1,-2,1671
1671,2,-2,1802
1802,0,0,0
1170,0,0,1137
1137,0,0,1104
1104,1,-2,1105
1105,0,0,1105
1105,0,0,1105
1105,0,0,1105
1105,0,0,1105
1105,1,-2,1139
1139,2,-2,1138
1138,1,-2,1172
1172,1,-2,1239
1239,0,0,1305
1305,0,0,1371
1371,1,-2,0
1403,2,-2,1402
1402,0,0,1402
1402,0,0,1402
1402,0,0,1402
1402,1,-2,1436
1436,0,0,1469
1469,0,0,1502
1502,2,-2,1501
1501,2,-2,1467
1467,2,-2,1400
1400,0,0,1334
1334,1,-2,1302
1302,0,0,1269
1269,0,0,1236
1236,0,0,0
1242,0,0,1407
1407,0,0,1572
1572,0,0,1737
1737,1,-2,1936
1936,2,-2,0
1402,0,0,1402
1402,2,-2,1368
1368,1,-2,1369
1369,2,-2,1335
1335,2,-2,1268
1268,1,-2,1236
1236,1,-2,1237
1237,2,-2,1203
1203,0,0,1170
1170,0,0,1137
1137,0,0,1104
1104,0,0,1071
1071,2,-2,1004
1333,0,0,1234
1234,0,0,1135
1135,0,0,1036
1036,2,-2,903
903,1,-2,805
805,1,-2,740
740,2,-2,0
1469,0,0,1502
1502,0,0,1535
1535,0,0,1568
1568,2,-2,1567
1567,0,0,1567
1567,1,-2,1601
1601,0,0,1634
1634,0,0,1667
1667,2,-2,1666
1666,0,0,1666
1666,2,-2,1632
1632,0,0,1599
1599,0,0,1566
1566,0,0,1533
1533,1,-2,1534
1534,1,-2,0
1430,0,0,1265
1265,0,0,1100
1100,1,-2,969
969,2,-2,803
803,0,0,0
1171,0,0,1171
1171,2,-2,1137
1137,0,0,1104
1104,0,0,1071
1071,0,0,1038
1038,0,0,1005
1005,0,0,972
972,2,-2,905
905,0,0,839
839,1,-2,807
807,0,0,774
774,0,0,741
1370,2,-2,1369
1369,2,-2,1335
1335,0,0,1302
1302,0,0,1269
1269,2,-2,1202
1202,1,-2,1170
1170,1,-2,1171
1171,0,0,1171
1171,0,0,1171
1171,2,-2,1137
1137,1,-2,1138
1138,0,0,1138
1138,0,0,1138
1138,0,0,0
1400,1,-2,1368
1368,2,-2,1301
1301,1,-2,1269
1269,0,0,1236
1236,0,0,1203
1203,0,0,1170
1170,1,-2,1171
1171,0,0,1171
1171,0,0,1171
1171,0,0,1171
1171,2,-2,1137
1137,0,0,0
1465,0,0,1366
1366,0,0,1267
1267,1,-2,1202
1202,0,0,1136
1136,2,-2,1036
1036,0,0,937
937,0,0,838
838,2,-2,705
705,1,-2,0
1927,2,-2,1794
1794,0,0,1662
1662,1,-2,1564
1564,0,0,1465
1465,0,0,1366
1366,1,-2,1301
1301,0,0,1235
1235,0,0,1169
1169,1,-2,1137
1137,2,-2,1070
1070,1,-2,1038
1038,0,0,1005
1005,2,-2,0
1269,2,-2,1202
1202,0,0,1136
1136,1,-2,1104
1104,2,-2,1037
1037,0,0,971
971,0,0,905
905,1,-2,873
873,0,0,840
840,0,0,807
807,1,-2,808
808,1,-2,842
842,1,-2,909
909,0,0,975
975,2,-2,1007
1007,0,0,1040
1040,0,0,1073
1073,0,0,1106
1106,2,-2,1105
1202,2,-2,1102
1102,2,-2,969
969,0,0,837
837,1,-2,739
739,1,-2,674
674,0,0,608
608,0,0,542
542,2,-2,442
442,0,0,0
1340,1,-2,1506
1506,0,0,1671
1671,0,0,1836
1836,0,0,2001
2001,2,-2,0
1071,0,0,1038
1038,0,0,1005
1005,0,0,972
972,0,0,939
939,0,0,906
906,1,-2,907
907,0,0,907
907,2,-2,873
873,2,-2,806
806,0,0,740
740,0,0,674
674,0,0,608
608,1,-2,0
1504,2,-2,1569
1569,0,0,1635
1635,0,0,1701
1701,0,0,1767
1767,2,-2,0
944,1,-2,1110
1110,0,0,1275
1275,0,0,1440
1440,0,0,1605
1605,1,-2,1804
1804,1,-2,2036
2036,1,-2,2301
2301,0,0,0
1571,2,-2,1669
1669,0,0,1768
1768,1,-2,1901
1901,2,-2,0
1006,2,-2,972
972,0,0,939
939,0,0,906
906,1,-2,907
907,2,-2,873
873,2,-2,806
806,2,-2,706
706,0,0,607
607,0,0,508
508,2,-2,375
375,2,-2,0
1302,0,0,1269
1269,0,0,1236
1236,0,0,1203
1203,1,-2,1204
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,2,-2,1170
1170,0,0,1137
1137,1,-2,1138
1138,2,-2,1104
1104,1,-2,1105
1105,1,-2,1139
1139,0,0,1172
1172,2,-2,1171
1171,0,0,1171
1171,0,0,1171
1171,1,-2,1205
1205,0,0,1238
1238,0,0,0
1895,0,0,1829
1829,0,0,1763
1763,1,-2,1731
1731,0,0,1698
1698,0,0,1665
1665,1,-2,1666
1666,0,0,1666
1666,0,0,1666
1666,0,0,1666
1666,0,0,1666
1666,2,-2,1632
1632,0,0,1599
1599,0,0,1566
1566,2,-2,1499
1499,0,0,1433
1433,2,-2,1333
1333,1,-2,1268
1268,0,0,1202
1202,0,0,0
871,1,-2,806
806,2,-2,706
706,1,-2,0
1332,2,-2,1166
1166,1,-2,1035
1035,0,0,903
903,2,-2,737
737,2,-2,538
538,1,-2,0
1237,2,-2,1203
1203,0,0,1170
1170,0,0,1137
1137,1,-2,1138
1138,0,0,1138
1138,1,-2,1172
1172,2,-2,1171
1171,0,0,1171
1171,0,0,1171
1171,2,-2,1137
1137,0,0,1104
1104,0,0,1071
1071,0,0,1038
1038,1,-2,1039
1039,2,-2,1005
1005,0,0,972
972,2,-2,905
905,1,-2,873
873,1,-2,874
874,2,-2,840
1500,0,0,1467
1467,1,-2,1468
1468,0,0,1468
1468,1,-2,1502
1502,0,0,1535
1535,0,0,1568
1568,2,-2,1567
1567,0,0,1567
1567,2,-2,1533
1533,2,-2,1466
1466,2,-2,1366
1366,0,0,1267
1267,0,0,1168
1168,1,-2,1103
1103,0,0,1037
1037,2,-2,937
937,1,-2,872
872,2,-2,772
772,1,-2,707
707,0,0,641
1233,1,-2,1135
1135,0,0,1036
1036,0,0,937
937,0,0,838
838,1,-2,0
1372,0,0,1471
1471,0,0,1570
1570,0,0,1669
1669,0,0,1768
1768,0,0,1867
1867,1,-2,2000
2000,0,0,0
1400,0,0,1334
1334,1,-2,1302
1302,1,-2,1303
1303,0,0,1303
1303,2,-2,1269
1269,0,0,1236
1236,0,0,1203
1203,0,0,1170
1170,0,0,1137
1137,1,-2,1138
1138,1,-2,1172
1172,0,0,0
1104,1,-2,1105
1105,2,-2,1071
1071,0,0,1038
1038,2,-2,971
971,0,0,905
905,1,-2,873
873,1,-2,874
874,0,0,874
874,2,-2,840
840,0,0,807
807,0,0,774
774,0,0,741
741,0,0,708
708,0,0,0
1136,2,-2,1036
1036,1,-2,971
971,2,-2,871
871,1,-2,806
806,0,0,740
740,0,0,674
674,2,-2,574
574,2,-2,0
1832,0,0,1865
1865,1,-2,1932
1932,0,0,1998
1998,2,-2,2030
2030,1,-2,0
1404,0,0,1470
1470,0,0,1536
1536,2,-2,1568
1568,1,-2,1635
1635,1,-2,1735
1735,0,0,1834
1834,0,0,1933
1933,1,-2,2066
2066,0,0,0
1070,1,-2,1038
1038,1,-2,1039
1039,1,-2,1073
1073,2,-2,1072
1072,1,-2,1106
1106,2,-2,1105
1105,1,-2,0
1436,2,-2,1435
1435,0,0,1435
1435,1,-2,1469
1469,0,0,1502
1502,2,-2,1501
1501,2,-2,1467
1467,2,-2,1400
1400,2,-2,1300
1300,1,-2,1235
1235,2,-2,1135
1135,2,-2,0
1373,0,0,1505
1505,1,-2,1671
1671,1,-2,1870
1870,2,-2,2034
2034,0,0,0
972,0,0,939
939,1,-2,940
940,1,-2,974
974,0,0,1007
1007,0,0,1040
1040,1,-2,1107
1107,1,-2,1207
1207,2,-2,1272
1272,2,-2,1304
1304,2,-2,0
1966,0,0,0
1335,0,0,1302
1302,0,0,1269
1269,0,0,1236
1236,0,0,1203
1203,0,0,1170
1170,0,0,1137
1137,0,0,1104
1104,1,-2,1105
1105,1,-2,1139
1139,0,0,1172
1172,2,-2,1171
1171,1,-2,1205
1205,2,-2,1204
1204,0,0,1204
1204,1,-2,1238
1238,2,-2,1237
1237,1,-2,1271
1171,2,-2,1137
1137,0,0,1104
1104,2,-2,1037
1037,0,0,971
971,1,-2,939
939,1,-2,940
940,2,-2,906
906,0,0,873
873,0,0,840
840,0,0,807
807,2,-2,740
740,0,0,674
674,0,0,608
608,0,0,542
542,2,-2,0
1404,0,0,1470
1470,2,-2,1502
1502,0,0,1535
1535,0,0,1568
1568,2,-2,1567
1567,1,-2,1601
1601,2,-2,1600
1600,0,0,1600
1600,0,0,0
903,2,-2,737
737,0,0,0
1368,0,0,1335
1335,0,0,1302
1302,2,-2,1235
1235,2,-2,1135
1135,0,0,1036
1036,0,0,937
937,0,0,838
838,0,0,739
739,2,-2,606
606,1,-2,508
508,0,0,409
409,1,-2,344
344,0,0,278
278,0,0,0
1697,1,-2,1665
1665,1,-2,1666
1666,1,-2,1700
1700,2,-2,1699
1699,2,-2,1665
1665,1,-2,1666
1666,1,-2,1700
1700,0,0,1733
1733,0,0,0
1303,1,-2,1337
1337,0,0,1370
1370,1,-2,1437
1437,0,0,1503
1503,0,0,1569
1569,2,-2,1601
1601,0,0,1634
1634,0,0,1667
1667,2,-2,1666
1666,0,0,1666
1666,1,-2,1700
1700,0,0,1733
1733,0,0,1766
1766,2,-2,1765
1765,2,-2,1731
874,2,-2,840
840,0,0,807
807,2,-2,740
740,0,0,674
674,1,-2,642
642,0,0,609
609,1,-2,610
610,1,-2,644
644,0,0,677
677,1,-2,744
744,1,-2,844
844,2,-2,909
909,0,0,975
975,0,0,1041
1041,0,0,1107
1362,1,-2,1165
1165,1,-2,1001
1001,0,0,836
836,1,-2,0
1271,0,0,1304
1304,1,-2,1371
1371,2,-2,1403
1403,2,-2,1402
1402,2,-2,1368
1368,0,0,1335
1335,2,-2,1268
1268,1,-2,1236
1236,0,0,1203
1203,0,0,1170
1170,0,0,1137
1137,2,-2,1070
1498,0,0,1399
1399,0,0,1300
1300,0,0,1201
1201,0,0,1102
1102,0,0,1003
1003,1,-2,938
938,2,-2,838
838,0,0,739
739,0,0,0
1308,2,-2,1439
1439,0,0,1571
1571,1,-2,1737
1737,0,0,1902
1902,0,0,0
1500,1,-2,1501
1501,0,0,1501
1501,2,-2,1467
1467,0,0,1434
1434,0,0,1401
1401,0,0,1368
1368,0,0,1335
1335,0,0,1302
1302,1,-2,1303
1303,0,-5000,0
1075,0,0,1174
1174,0,0,1273
1273,0,0,1372
1372,1,-2,1505
1505,0,0,1637
1637,0,0,1769
1769,2,-2,1867
1867,2,-2,1932
1932,1,-2,2032
2032,1,-2,0
1170,1,-2,1171
1171,1,-2,1205
1205,0,0,1238
1238,1,-2,1305
1305,1,-2,1405
1405,0,0,1504
1504,0,0,0
1002,0,0,870
870,1,-2,772
772,0,0,0
1470,0,0,1536
1536,0,0,1602
1602,2,-2,1634
1634,0,0,1667
1667,2,-2,1666
1666,0,0,1666
1666,2,-2,1632
1632,1,-2,0
1131,0,0,900
900,0,0,669
669,2,-2,0
1135,0,0,1036
1036,0,0,937
937,0,0,838
838,0,0,739
739,0,0,0
1567,1,-2,1601
1601,0,0,1634
1634,2,-2,1633
1633,0,0,1633
1633,0,0,1633
1633,0,0,1633
1633,0,0,1633
1633,0,0,1633
1633,0,0,1633
1633,1,-2,1667
1667,0,0,1700
1700,0,0,1733
1733,0,0,1766
1766,1,-2,1833
1303,0,0,1303
1303,0,0,1303
1303,0,0,1303
1303,0,0,1303
1303,1,-2,1337
1337,0,0,1370
1370,1,-2,1437
1437,0,0,1503
1503,1,-2,1603
1603,2,-2,1668
1668,1,-2,1768
1768,2,-2,1833
1833,1,-2,1933
1039,1,-2,1073
1073,1,-2,1140
1140,0,0,1206
1206,2,-2,1238
1238,0,0,1271
1271,0,0,1304
1304,0,0,1337
1337,0,0,1370
1370,1,-2,1437
1437,0,0,1503
1503,0,0,1569
1569,0,0,1635
1635,0,0,0
975,0,0,1041
1041,2,-2,1073
1073,0,0,1106
1106,0,0,1139
1139,2,-2,1138
1138,0,0,1138
1138,0,0,1138
1138,0,0,1138
1138,2,-2,1104
1104,1,-2,1105
1105,0,0,1105
1105,1,-2,1139
1139,2,-2,0
1305,2,-2,1337
1337,0,0,1370
1370,1,-2,1437
1437,0,0,1503
1503,1,-2,1603
1603,1,-2,1736
1736,0,0,1868
1868,0,0,2000
2000,0,0,2132
2132,1,-2,2298
2298,2,-2,0
1103,2,-2,1003
1003,0,0,904
904,2,-2,771
771,0,0,639
639,0,0,507
507,1,-2,409
409,2,-2,0
1696,1,-2,1631
1631,2,-2,1531
1531,0,0,1432
1432,1,-2,1367
1367,1,-2,1335
1335,0,0,1302
1302,0,0,1269
1269,0,0,1236
1236,0,0,1203
1203,0,0,1170
1170,2,-2,0
1068,1,-2,970
970,2,-2,837
837,2,-2,671
671,2,-2,0
1666,0,0,1666
1666,0,0,1666
1666,0,0,1666
1666,2,-2,1632
1632,2,-2,1565
1565,0,0,1499
1499,2,-2,1399
1399,2,-2,1266
1266,1,-2,1168
1168,2,-2,1035
1035,0,0,0
1306,2,-2,1371
1371,1,-2,1471
1471,2,-2,1536
1536,2,-2,1568
1568,0,0,1601
1601,0,0,1634
1634,1,-2,0
1202,2,-2,1102
1102,2,-2,969
969,1,-2,871
871,0,0,772
772,0,0,673
673,0,0,574
574,2,-2,441
441,1,-2,343
343,0,0,0
1335,1,-2,1336
1336,0,0,1336
1336,0,0,1336
1336,2,-2,1302
1302,1,-2,1303
1303,1,-2,1337
1337,0,0,1370
1370,2,-2,1369
1369,0,0,1369
1369,0,0,1369
1369,1,-2,1403
1403,1,-2,1470
1470,2,-2,1502
1502,1,-2,0
1136,0,0,1070
1070,2,-2,970
970,0,0,871
871,1,-2,806
806,1,-2,774
774,0,0,741
741,0,0,708
708,1,-2,0
1435,2,-2,1401
1401,1,-2,1402
1402,0,0,1402
1402,0,0,1402
1402,1,-2,1436
1436,0,0,1469
1469,2,-2,1468
1468,0,0,1468
1468,2,-2,1434
1434,0,0,1401
1401,2,-2,1334
1334,0,0,1268
1268,0,0,1202
1202,0,0,1136
1136,2,-2,1036
1036,0,0,937
1000,2,-2,768
768,1,-2,0
1405,0,0,1504
1504,1,-2,1637
1637,0,0,1769
1769,0,0,1901
1901,1,-2,2067
2067,0,0,0
1303,2,-2,1269
1269,2,-2,1202
1202,0,0,1136
1136,1,-2,1104
1104,0,0,1071
1071,0,0,1038
1038,2,-2,971
971,0,0,905
905,0,0,839
839,1,-2,807
807,0,0,774
877,0,0,976
976,0,0,1075
1075,0,0,1174
1174,1,-2,1307
1307,1,-2,1473
1473,0,0,1638
1638,0,0,1803
1803,0,0,1968
1968,0,0,2133
2133,0,0,2298
2298,0,0,2463
2463,2,-2,0
1070,0,0,1004
1004,1,-2,972
972,1,-2,973
973,0,0,973
973,2,-2,939
939,1,-2,940
940,2,-2,0
1404,1,-2,1504
1504,2,-2,1569
1569,2,-2,1601
1601,0,0,1634
1634,1,-2,1701
1701,0,0,1767
1767,0,0,1833
1833,0,0,1899
1899,1,-2,0
1600,2,-2,1566
1566,0,0,1533
1533,1,-2,1534
1534,1,-2,1568
1568,2,-2,1567
1567,1,-2,1601
1601,0,0,1634
1634,0,0,1667
1667,0,0,1700
1700,0,0,1733
1733,0,0,1766
1766,1,-2,1833
1205,0,0,1238
1238,1,-2,1305
1305,1,-2,1405
1405,0,0,1504
1504,1,-2,1637
1637,1,-2,1803
1803,2,-2,1934
1934,1,-2,2100
2100,0,0,0
1071,1,-2,1072
1072,1,-2,1106
1106,1,-2,1173
1173,0,0,1239
1239,2,-2,1271
1271,0,0,1304
1304,2,-2,1303
1303,0,0,1303
1303,1,-2,1337
1337,0,0,1370
1370,0,0,0
1203,2,-2,1136
1136,2,-2,1036
1036,2,-2,903
903,1,-2,805
805,2,-2,672
672,0,0,540
540,2,-2,374
374,0,0,0
1600,2,-2,1566
1566,2,-2,1499
1499,0,0,1433
1433,1,-2,1401
1401,0,0,1368
1368,2,-2,1301
1301,0,0,1235
1235,0,0,1169
1169,2,-2,1069
1069,0,0,970
970,0,0,0
1134,1,-2,1036
1036,0,0,937
937,0,0,838
838,1,-2,0
1403,2,-2,1402
1402,1,-2,1436
1436,2,-2,1435
1435,2,-2,1401
1401,0,0,1368
1368,1,-2,1369
1369,0,0,1369
1369,0,0,1369
1369,2,-2,1335
1335,1,-2,1336
1336,1,-2,1370
1105,2,-2,1071
1071,2,-2,1004
1004,0,0,938
938,0,0,872
872,2,-2,772
772,0,0,673
673,2,-2,540
540,0,0,0
1401,1,-2,1402
1402,2,-2,1368
1368,2,-2,1301
1301,0,0,1235
1235,1,-2,1203
1203,0,0,1170
1170,1,-2,1171
1171,0,0,1171
1171,2,-2,1137
1137,1,-2,1138
1138,0,0,1138
1138,0,0,1138
1138,1,-2,1172
